title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
Data Scientist,Midas Games,"Istanbul, Türkiye",2024-10-14,https://www.linkedin.com/jobs/view/4048404321/,"Join Midas Games: Pioneering the Future of Gaming Excellence! 
Are you passionate about pushing the boundaries of gaming innovation? Are you ready to be part of a company poised to make a significant impact in the gaming industry? 
Midas Games, a forward-thinking company backed by a substantial 
$1M pre-seed 
funding, is seeking a talented Data Scientist to join our esteemed team. With a seasoned team boasting a track record of successful games, Midas Games is committed to setting new standards of excellence in gaming.
As part of our team, you'll not only contribute to the creation of groundbreaking games but also have the opportunity to secure stock options in our promising venture. 
 
Responsibilities:
- Design and implement statistical models and machine learning pipelines to predict user behavior over specific time periods.
- Segment users into clusters to identify patterns in purchasing behavior.
- Create advanced SQL queries to preprocess raw data for in-depth analysis.
- Collaborate with data teams, business intelligence, and product stakeholders to understand their requirements, key app metrics, and user behavior.
- Analyze app metrics, marketing effectiveness, and user conversion funnels to uncover opportunities for optimizing return on ad spend (ROAS).
- Conduct continuous analysis of large and complex datasets to uncover trends and generate actionable insights.
- Develop and managing reporting tools such as Looker and Tableau to optimize data utilization.
Qualifications: 
- Bachelor’s degree or equivalent experience in quantative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
- At least 2 years’ of experience in quantitative analytics or data modeling
- Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms
- Expertise with Google Cloud Platform (BigQuery, Cloud Functions, Dataflow, BQ ML/AI etc.)
- Fluency in a programming language (Python, SQL)
- Proficiency in NoSQL databases, e.g., Apache Cassandra.
- Strong problem-solving skills and ability to work independently in a fast-paced environment.
- Understanding of the gaming industry and mobile gaming analytics
Must Have:
- Experience with data warehousing and ETL processes
- Experience with data visualization tools (Tableau, Looker, Grafana etc.)
Nice to Have: 
- Proficiency at least one of OO programming languages Java, TypeScript, Scala.
- Familiarity with streaming data technologies for low-latency data processing (Spark/Flink, Kafka, RabbitMQ, Hadoop)
- Familiarity with Presto, Databricks, Airflow, dbt, Fivetran and other relevant solutions
Join us at Midas Games and be part of a team dedicated to pioneering the future of gaming excellence. If you're ready to unleash your creativity, push the boundaries of gaming and make your mark on the industry, we want to hear from you! 
Apply now and let's build something legendary together.         
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Full Stack Software Engineer 'Web Platforms and Innovation Application Development',Yapı Kredi Teknoloji,"Istanbul, Türkiye",2024-10-15,https://www.linkedin.com/jobs/view/4048046706/,"About:
Yapı Kredi Technology is a technology company that produces innovative, high quality, and high value-added products and solutions in the finance sector. With more than 2.000 employees, it aims to create products that will shape the sector for Yapı Kredi Bank and to be the undisputed leader in the field of technology by using modern architectural systems and cloud technologies. It also contributes to the development of new and exemplary products for the sector by using natural language processing, machine learning, artificial intelligence, and data mining technologies with its R&D team.
Who We Are:
At Yapı Kredi Technology, we research with passion, wonder as we learn, and implement innovations that shape the future together. We take responsibility from the first day with our expert colleagues and work with all our strength for pioneering applications. We make quick decisions and take action. We quickly adapt to innovations and changes.
What Do We Offer:
📌 Opportunity to work in hybrid model
💻Opportunity to work in Koç Group Community Companies' offices
🌴Chance to discover the natural wonders and amenities offered at Koç Toplululuğu Spor Kulübü (KTSK)
🚀Career development opportunities in a structured technology career path
🎓 Unlimited access to more than 10,000 content on the Percipio by Skillsoft technical development platform
💫 Opportunity to benefit from BizClub and KoçAilem privileges exclusive to Yapı Kredi Technology employees
🤝Company-contributed individual retirement insurance
🎂 Birthday off day
 
Job Description:
- We are looking for talented, curious and passionate full-stack developers who will contribute to the development of Yapı Kredi chat applications (Web Chat, WhatsApp, Facebook) as well as innovative products such as Aracım+ and Evim+ in Yapı Kredi Benim Dünyam.
- Design and Develop microservices based applications using Java and Spring Boot.
- Create Modern user interfaces using ReactJS.
- Work on cloud based solutions.
- Develop reusable, well-documented code with clean integration interfaces and structure
- Develop high-volume, low-latency applications for critical systems, delivering high-availability and performance
- Analyzes and recommends new procedures and techniques to improve the supported systems.
- Follow the design and development standards.
Qualifications:
- BS or MS in Computer Science, Engineering or related fields
- Minimum 1 year related field experienced candidates,
- Object oriented development knowledge and coding experience in Java and Web technologies.
- Experience with Spring Boot, Spring Cloud, Hibernate/JPA
- Experience with HTML, CSS, Javascript
- Knowledge of modern web frameworks (React is preferable)
- Working knowledge of relational databases (Oracle preferred),
- Experience with GIT & Maven
- Knowledge of Unit Test & Integration Test
- Knowledge and experience about Docker & Kubernetes is a plus.
- Knowledge and experience about Redis, RabbitMQ, ELK, Mongo DB is a plus.
- Good team player, result oriented attitude and analytical mind.
- Strong communicational and interpersonal skills.
- High energy and drive.
Candidate Selection Process:
Our recruitment process for all positions typically encompasses technical interviews, director assessments, competency evaluations, and personality tests. We will extend our offer to candidates who have successfully completed a positive evaluation process.
If you would like to get to know more about Yapı Kredi Technology, you can follow us! 
🚀
https://www.ykteknoloji.com.tr
https://medium.com/yapi-kredi-teknoloji
6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında kişisel verilerinizin işlenmesinden doğan haklarınıza ve bu konudaki detaylı bilgiye 
https://kariyerim.yapikredi.com.tr/Account/StaticKvkk
 adresinde yer alan aydınlatma metnimizden ulaşabilirsiniz        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Full-Stack Developer,Siemens,"Istanbul, Istanbul, Türkiye",2024-10-18,https://www.linkedin.com/jobs/view/4053345428/,"We are looking for full-stack developers to be located in a hybrid environment (office and/or remotely, Istanbul or any other city in Turkey) who will design and lead end-to-end projects using various Web3&Cloud technologies for local and global projects.
What part will you play?
- Design, full-stack development, covering both frontend and backend of Cloud&Web3 applications (Node.js, React.js, Snowflake, AWS Lambda etc.) as well as integrating any other solutions (C#, Python, JavaScript, PHP, API services, etc.) whenever necessary
-  Comprehensive frontend web application development with complex UI modules
- Manage & oversee end-to-end development of Web applications
- Participate in problem identification/error resolution process after the project goes live
- Experience with blockchain technology, a deep understanding of back-end implementations
What You Need To Make Real Is What Matters.
- Bachelor’s Degree or above in computer engineering, data science, or any related area
- Very good command of English, written and spoken
- Full-stack backend & frontend development, Cloud understanding, Web-based applications
- Knowledge of GitHub, SQL, API integrations, and various AWS solutions is highly desirable.
- Understanding of Web3 development, expertise on both frontend and backend technologies, knowledge of different architectures like Typescript, Node.js, AWS, etc.
- Strong analytical skills, taking initiative whenever needed, strong leadership and ownership, detail-oriented focus on project development
- Ability and passion to work collaboratively with local & international project members
What else do I need to know? 
-  No restriction for traveling abroad.
What We Offer
- Speak up Culture
- Respectful Workplace
- Being part of a global work environment 
- Remote working and remote living flexibility
- Attractive remuneration package
- Excellent recognition tools providing spot awards
- Learning & Development opportunities for both personal and professional growth 
- Leave days for parents and a variety of flexible working models that allow time off for yourself and your family 
- Creche allowance for mothers
- Share matching programs to become a shareholder of Siemens AG
- Find more benefits here 
Individual benefits are adapted to meet local legal regulations, the requirements of different job profiles, locations, and individual preferences. 
“At Siemens we are always challenging ourselves to build a better future. We need the most innovative and diverse Digital Minds to develop tomorrow‘s reality. Find out more about the Digital world of Siemens here: www.siemens.com/careers/digitalminds”
As Siemens we believe physical barriers are not related to potential. Only the potential matters to us. Therefore, we look forward to receive applications of candidates with physical barriers and chronic illnesses. We support healthy relationships between candidates with barriers and their colleagues because we believe we can create differences together.
Siemens is dedicated to quality, equality, and valuating diversity and we welcome applications that reflect the diversity of the communities within which we work.
We are looking forward to receiving your online application. Please ensure you complete all areas of the application form to the best of you ability as we will use the data to review your suitability to the role.
Please find more information from our web site:
https://new.siemens.com/tr/tr.html
Contact
If you need more information please don't hesitate to contact us.
+90 216 459 20 00
https://new.siemens.com/tr/tr/genel/iletisim.html
insanorganizasyon.tr@siemens.com
www.instagram.com/siemensturkiye
https://m.youtube.com/user/Siemens
http://www.twitter.com/siemensturkiye
http://www.facebook.com/siemensturkiye        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Fullstack Developer,Codeway,"Istanbul, Türkiye",2024-10-16,https://www.linkedin.com/jobs/view/3987023042/,Could not find Job Description,0,0,0,0,2024-10-20 20:51:09.750126
Generative AI R&D Engineer,ICterra Information and Communication Technologies,"Istanbul, Türkiye",2024-10-14,https://www.linkedin.com/jobs/view/4047804994/,"ABOUT US
ICterra is a global software engineering company with offices in Munich, London, Wroclaw, İstanbul and Ankara. We combine 30 years of software development experience with technology expertise and proven methodologies to provide innovative solutions to our customers across multiple industries globally. With 200+ software professionals, we have been building strategic partnerships with the world’s top IT and defence companies, providing software development and test services.
We are seeking talented R&D Engineers, who will be responsible for developing and implementing cutting-edge generative AI models and algorithms, to join our Generative AI Team. You will collaborate with cross-functional teams to create innovative solutions leveraging generative AI techniques for various applications such as text synthesis and creative content creation. This role requires a deep understanding of machine learning and a creative mindset to push the boundaries of generative AI technology.
You will be working closely with highly skilled R&D engineers, software engineers and business analysts in a fast-paced environment with a proactive mindset to deliver scalable machine learning models to production, starting from the R&D phase and conduct post-deployment maintenance and monitoring. As an R&D Engineer, you will take part in every phase of the project development lifecycle including analysis, technical design, prototyping, model development, testing and integration to core banking systems.
Required Skills and Attributes:
- Having, pursuing or willing to have an MSc or PhD degree from Computer or Electrical and Electronics Engineering in a field related to Machine Learning
- Demonstrated expertise in coding and problem solving using Python, proficiency in using deep learning frameworks like TensorFlow, Keras or PyTorch
- Extensive experience and fluency in data analysis, transformation and visualization utilizing libraries such as pandas, numpy, matplotlib, scipy and scikit-learn
- Solid understanding of machine learning techniques, algorithms and tools with exposure to CNNs, RNNs, LSTMs, GRUs, GANs and Transformers (BERT, BART, GPT/T5, Megatron, LLMs, LLAMA2, Mistral)
- Hands-on experience in conversational AI technologies like Natural Language Understanding, Natural Language Generation, Dialog Systems (including system integration, state tracking and action prediction), Information Retrieval and Question and Answering, Machine Translation
- Solid understanding of Retrieval Augmented Generation to develop high-impact products with Large Language Models
- Development experience in large scale multimodal information retrieval systems leveraging open source frameworks such as LlamaIndex, LangChain, FAISS, Haystack
- Experience developing production ready applications powered by LLMs and tools with natural language interfaces
- Stay abreast of latest advancements in generative AI, machine learning and related fields. Conduct in-depth research to identify and understand state-of-the-art generative models. Propose, design and implement novel generative AI algorithms and models
- Develop and train generative AI models on large datasets. Optimize models for efficiency, scalability and real-world applicability. Fine-tune models to achieve desired performance metrics and results
- Build prototypes and proof-of-concept applications to showcase capabilities of generative AI for various use cases
- Strong understanding of the machine learning project development pipeline from data processing to training and testing
- Understanding of the MLOps lifecycle and experience with MLOps workflows, traceability, model and dataset versioning
- Authoring clear and concise documentation including technical specifications, user guides and presentations to communicate complex AI concepts to both technical and non-technical stakeholders
- Eager to follow technical literature and willing to contribute actively by publishing academic papers in international conferences
Preferred Skills and Attributes:
- Experience with version control systems (Git, Git LFS, …)
- Experience with object-oriented programming languages (Java, C#, C++, …)
- Familiarity with Linux (Debian, Ubuntu, Fedora, RHEL, …)
- Experience in building and consuming web services (REST, SOAP, gRPC, …)
- Experience with SQL databases (Oracle, PostgreSQL, SQL Server, …)
- Experience with NoSQL databases (MongoDB, Redis, Apache Cassandra, …)
- Experience with containerization and orchestration tools (Docker, Podman, Kubernetes, …)
- Experience with cloud computing platforms (AWS, Azure, Google, …)
- Experience with data visualization tools (Power BI, Tableau, …)
- Experience with workflow tools (Apache Airflow, Kubeflow, MLflow, …)        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Research And Development Engineer 'Applied Data Science',Yapı Kredi Teknoloji,"Istanbul, Türkiye",2024-10-18,https://www.linkedin.com/jobs/view/4051472117/,"About:
Yapı Kredi Technology is a technology company that produces innovative, high quality, and high value-added products and solutions in the finance sector. With more than 1,700 employees, it aims to create products that will shape the sector for Yapı Kredi Bank and to be the undisputed leader in the field of technology by using modern architectural systems and cloud technologies. It also contributes to the development of new and exemplary products for the sector by using natural language processing, machine learning, artificial intelligence, and data mining technologies with its R&D team.
Who We Are:
At Yapı Kredi Technology, we research with passion, wonder as we learn, and implement innovations that shape the future together. We take responsibility from the first day with our expert colleagues and work with all our strength for pioneering applications. We make quick decisions and take action. We quickly adapt to innovations and changes.
What Do We Offer:
📌 Opportunity to work in hybrid model
💻Opportunity to work in Koç Group Community Companies' offices
🌴Chance to discover the natural wonders and amenities offered at Koç Toplululuğu Spor Kulübü (KTSK)
🚀Career development opportunities in a structured technology career path
🎓 Unlimited access to more than 10,000 content on the Percipio by Skillsoft technical development platform
💫 Opportunity to benefit from BizClub and KoçAilem privileges exclusive to Yapı Kredi Technology employees
🤝Company-contributed individual retirement insurance
🎂 Birthday off day
We are seeking talented R&D Engineers with a passion for solving real-world problems using machine learning and data analysis techniques, particularly in fraud and anomaly detection, handling imbalanced tabular datasets, and time series forecasting, to join our Applied Data Science team.
 
You will be working closely with other fast-paced and highly-skilled R&D engineers in a pro-active and R&D oriented software development team to take ML models from R&D to production, scale and maintain them. As a full-stack R&D Engineer, you will take a role in each phase of the project, i.e. data analysis, technical design, prototyping, ML development, integration development to core banking systems and end-to-end testing.
 
 
Qualifications:
- Having / Pursuing or willing to have an M.Sc. or Ph. D. degree in Machine Learning/Deep Learning related field from Computer, Industrial or Electrical and Electronics Engineering,
- Demonstrated expertise in coding and problem-solving using Python,
- Extensive experience and fluency in utilizing data science tools such as pandas, numpy, matplotlib, scipy, and scikit-learn for data manipulation, analysis, and visualization,
- A keen interest and enthusiasm for tackling the complexities of imbalanced data and developing effective solutions,
- Familiarity with advanced machine learning and deep learning techniques, including sequence modeling (e.g., for time series analysis) and ensemble methods (e.g., gradient boosting algortihms), to solve complex problems in various domains.
- Practical experience applying advanced machine learning techniques to real-world datasets, with a demonstrated ability to analyze results, fine-tune models, and troubleshoot issues.
- Strong understanding of ML training, testing, data processing steps and ML project pipelines,
- Effectively communicate technical concepts and project updates to the stakeholders, ensuring alignment and understanding,
- Eager to follow technical literature and willing to contribute actively by publishing academic papers in international conferences.
Would be Advantageous:
- Experience with version control systems (Git, Git LFS, …)
- Experience with object-oriented programming languages (Java, C#, C++, …)
- Familiarity with Linux (Debian, Ubuntu, Fedora, RHEL, …)
- Experience in building and consuming web services (REST, SOAP, gRPC, …)
- Experience with SQL databases (Oracle, PostgreSQL, SQL Server, …)
- Experience with NoSQL databases (MongoDB, Redis, Apache Cassandra, …)
- Experience with containerization and orchestration tools (Docker, Podman, Kubernetes, …)
- Experience with cloud computing platforms (AWS, Azure, Google, …)
- Experience with data visualization tools (Power BI, Tableau, …)
- Experience with workflow tools (Apache Airflow, Kubeflow, MLflow, …)
Candidate Selection Process:
Our recruitment process for all positions typically encompasses technical interviews, director assessments, competency evaluations, and personality tests. We will extend our offer to candidates who have successfully completed a positive evaluation process.
6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında kişisel verilerinizin işlenmesinden doğan haklarınıza ve bu konudaki detaylı bilgiye https://kariyerim.yapikredi.com.tr/Account/StaticKvkk adresinde yer alan aydınlatma metnimizden ulaşabilirsiniz        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Research and Development Engineer 'AI',Yapı Kredi Teknoloji,"Istanbul, Türkiye",2024-10-17,https://www.linkedin.com/jobs/view/4050236858/,"About:
Yapı Kredi Technology is a technology company that produces innovative, high quality, and high value-added products and solutions in the finance sector. With more than 1,700 employees, it aims to create products that will shape the sector for Yapı Kredi Bank and to be the undisputed leader in the field of technology by using modern architectural systems and cloud technologies. It also contributes to the development of new and exemplary products for the sector by using natural language processing, machine learning, artificial intelligence, and data mining technologies with its R&D team.
Who We Are:
At Yapı Kredi Technology, we research with passion, wonder as we learn, and implement innovations that shape the future together. We take responsibility from the first day with our expert colleagues and work with all our strength for pioneering applications. We make quick decisions and take action. We quickly adapt to innovations and changes.
What Do We Offer:
📌 Opportunity to work in hybrid model
💻Opportunity to work in Koç Group Community Companies' offices
🌴Chance to discover the natural wonders and amenities offered at Koç Toplululuğu Spor Kulübü (KTSK)
🚀Career development opportunities in a structured technology career path
🎓 Unlimited access to more than 10,000 content on the Percipio by Skillsoft technical development platform
💫 Opportunity to benefit from BizClub and KoçAilem privileges exclusive to Yapı Kredi Technology employees
🤝Company-contributed individual retirement insurance
🎂 Birthday off day
We are seeking talented 
R&D Engineers
, who will be responsible for developing and implementing cutting-edge generative AI models and algorithms, to join our Generative AI Team. You will collaborate with cross-functional teams to create innovative solutions leveraging generative AI techniques for various applications such as text synthesis and creative content creation. This role requires a deep understanding of machine learning and a creative mindset to push the boundaries of generative AI technology.
Qualifications:
- Having / Pursuing a MSc or Phd. degree in Machine Learning/Deep Learning related field from Computer, Industrial or Electrical and Electronics Engineering,
- Proficiency in coding with Python,
- Fluency with at least one of the modern distributed ML frameworks such as TensorFlow, Tensorflow Lite, PyTorch, Pytorch Mobile, Theano, Keras, Caffe, MxNet, Deeplearning4j,
- Desire to work on ML techniques, such as MLP, CNN, LSTM, ESN, NER etc..
- Fluency with common frameworks, i.e. pandas, numpy, matplotlib, scipy, scikit-learn, matplotlib,
- Hands on experience with imbalanced data smoothing techniques for boosting performance of low-frequency classes, i.e. localized regression, moving average smoothing, etc.
- Desire to design and implement machine-learning frameworks on edge devices,
- Strong understanding of ML training, testing, data processing steps and ML project pipelines,
- Ability to research, prototype and implement new algorithms, new application areas and new tools in production-level code
- Eager to follow technical literature and willing to contribute actively by publishing academic papers in international conferences and journals.
Would be Advantageous:
- Strong understanding of object-oriented design and programming, especially in Java,
- Familiarity with source code versioning systems, Git and issue tracking solutions like Jira and Confluence,
- Prior experience with SCRUM/Agile methodologies,
- Experience in Linux/Unix operating system,
- Experience in building web services (REST, SOAP),
- Experience in NoSQL databases (Redis, MongoDB, Cassandra, etc),
- Experience with enterprise Java technologies (Spring, Maven, Hibernate etc.),
- Experience in containerization and orchestration tools (Docker, Kubernetes, etc.).
Candidate Selection Process:
Our recruitment process for all positions typically encompasses technical interviews, director assessments, competency evaluations, and personality tests. We will extend our offer to candidates who have successfully completed a positive evaluation process.
6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında kişisel verilerinizin işlenmesinden doğan haklarınıza ve bu konudaki detaylı bilgiye https://kariyerim.yapikredi.com.tr/Account/StaticKvkk adresinde yer alan aydınlatma metnimizden ulaşabilirsiniz        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Senior Backend Engineer,Dataroid,"Istanbul, Türkiye",2024-10-15,https://www.linkedin.com/jobs/view/3916826971/,"Join us on our exciting journey at Dataroid, the award-winning digital analytics and customer engagement platform!
Dataroid empowers leading brands to enhance every individual customer experience through deep customer insight, data science modelling, and omnichannel marketing.
As Turkey's fastest-growing data analytics platform, we embrace challenges, explore new technologies, and aim to impact industries globally by helping businesses harness data to create seamless customer experiences.
At Dataroid, our developers drive innovation, staying ahead of technology trends to deliver simple and seamless solutions. Already used by leading enterprises in finance, airlines, and retail, Dataroid reshapes the experience of over 100 million users.
Dataroid is in search of a
 Senior Backend Engineer
 who will be responsible for the complete lifecycle of scalable, secure and well designed software products from research and design to implementation. You’ll be working closely with designers, analysts, quality assurance and other teams to translate each design into real-life products.
Key Responsibilities
- Writing well designed, reusable, testable and secure code by applying best software development practices
- Designing and implementing low-latency, high-availability and performant applications
- Architecting well defined APIs for user facing elements developed by front end developers
- Collaborating in a multi-disciplinary team
- Participating and conducting code reviews
- Discovering, learning and implementing new technologies
- Mentoring junior team members in best practices
Qualifications & Experience
- BSc/MSc/PhD degree in Computer Science or a related field or equivalent work experience
- At least 5+ years of professional software engineering experience in designing and building backend systems
- Proficiency with Java and Spring Framework (Boot, Data, Cloud, Security etc)
- Proficiency with OOP concepts, large-scale software architecture, networking and distributed system and UNIX/Linux environments
- Good understanding of fundamental design principles for a scalable application
- Experience with Service-oriented architecture, microservices, REST APIs and containerization (Docker, Kubernetes)
- Experience with Kafka
- Strong unit test and debugging skills
- Proficiency in code versioning tools such as Git
- Strong sense of analytical thinking and problem-solving skills
- Excellent attention to detail
- Highly Effective time management and multitasking skills
- Strong verbal and written communication skills
Nice to have
- Experience with relational and non-relational data stores, key-value stores and search engines (Postgres, ScyllaDB, Druid, Hazelcast, Redis, Elasticsearch etc.)
- Experience in architecting, designing and implementing large scale systems
- Working knowledge with Amazon Web Services , Google Cloud Platform, Microsoft Azure and/or any other cloud computing service provider
- Experience or willing to learn large scale stream processing technologies
- Prior experience with SCRUM/Agile methodologies
Why Dataroid?
🌟Great Compensation & Benefits: 
We provide an attractive compensation package, including private health insurance, company-supported pension plans, meal vouchers, commute assistance, remote work benefits, and a paid day off for your birthday.
‍💻Enhanced Workdays:
 Enjoy the flexibility of adaptable working hours. We offer online events, inspiring guest speakers, office snacks, a culture that limits unnecessary meetings, and many other perks designed to make your weekdays more enjoyable.
📚Growth & Learning:
 Your development is our priority, with access to premier online learning platforms like Udemy, digital libraries, and tailored training programs to support your career journey.
🚀Thriving Community:
 Be part of a vibrant and close-knit team that values connection. Enjoy happy hours, workshops, seasonal celebrations, and other events that bring us together.
🎯Open Dialogue: 
Our flat organizational structure fosters direct and transparent communication. Your ideas and feedback are always welcome, ensuring your voice is heard and valued.
FIND MORE ABOUT US 🔎
Our career page: https://www.dataroid.com/careers/
Our company page: https://www.dataroid.com/
We will process your personal data as part of our recruitment procedures. To find out more, please consult our 
Candidate Privacy Notices.        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Senior Data Engineer,HangiKredi,"Ümraniye, Istanbul, Türkiye",2024-10-14,https://www.linkedin.com/jobs/view/4047627783/,"We are looking for a
 Senior Data Engineer
 at HangiKredi, which is Turkey's leading platform in the banking products comparison and application category since 2006, constantly renewing itself with its dynamic and financial assistant vision, visited by three out of every four people who conduct online loan research every year.
QUALIFICATIONS
- Bachelor's degree or equivalent experience in quantative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
- At least 4 years' of experience in quantitative analytics or data modeling
- SQL, Python, scala, java, MONGO DB, Hadoop, Ceph, Kafka, Airflow
- ML Ops, model deployment
- High proficiency designing data pipelines and execute them in ETL jobs
- Datawarehousing
- Object storage
- Datalake
- Cloud system
- Big queries (saprk engine)
- Knowledge of operating systems (Linux, Shell scripting)
- Version control system (git, vcs)
- Repository management (tfs, bitbucket)
- Devops comprehension (dockerizition, kubernetes)
- Monitoring and observebility
- Solid focus on data security, privacy, and compliance
- Data quality management
- System architecture and design
- Project management
- Mentoring and team leadership
- Communication and stakeholder management
- Research and continuous learning
RESPONSIBILITIES
- Performing data quality, profiling and validation on data sets
- Developing distributed data processing applications
- Documentation of data dictionary and technological assets per each AI models
- Handling big data issues of both structured and unstructured data sets
- Coordinate and lead junior data engineers
- Research best practices for data pipeline
- Ensuring the transfer of experience within the team
- Monitoring data quality and stability
- Designing and developing data pipelines in best and fastest solutions
- Work in data consumption layer and data storage environment
- Implementation of AI models to production environment, automation in coordination with data scientist
- Collaborate with science team to build data marts
- Developing classes, applications and frameworks for deployment of ML/DL models to the production enviroment
WHAT WE OFFER?
- Working in a young and dynamic environment with a collaborative agile culture
- Having the opportunity to work with cutting edge technologies and tools
- Being part of a data and customer centric culture
- Growing your career through frequent educational sessions and internal/external trainings
- Benefiting from comprehensive pre boarding and onboarding programs for a rapid adaptation to the organization and quick start to your role
- Benefits such as lunch card , with or without remote working
- Complementary private medical insurance and accident insurance
- Gifts for special days, Marriage, birth gifts
Your personal data will be processed in accordance with the law and as specified in the clarification text. You can access the lighting text from the https://www.hangikredi.com/aydinlatma-metni-ise-alim        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
Senior ML Engineer,KoçDigital,"Istanbul, Türkiye",2024-10-17,https://www.linkedin.com/jobs/view/4050283474/,"We seek strong candidates who will play a key role in building the appropriate machine learning frameworks and ML-Ops in advanced analytics projects and products. The candidate should be able to build and work with the big data infrastructures, and platforms and deploy and integrate machine learning models.
Your Technical Competencies;
- Degree in a field linked to computer science, computer engineering, or related data-centric areas
- At least 3 years of hands-on experience in building and deploying machine learning & deep learning models
- Working knowledge of modern programming languages such as Python, Spark and Go.
- Implementation experience with high volume, heterogeneous data using distributed systems such as Hadoop, Cassandra, MongoDb, Redis, ElasticSearch
- Expertise of implementing data infrastructures by using Microsoft Azure (Data Lake, Data Factory, etc ) or AWS (Glue, Lambda, Athena, Step Functions, CloudWatch, ECS).
- Working knowledge of docker
- Having knowledge of architecting, building, and operating large-scale batch and real-time data pipelines with data processing frameworks like Kafka, RabbitMQ, Storm, Spark.
- Experience in object oriented programming is preferred
- Strong intellectual curiosity and proactive thinking
- Excellent analytical skills and strategic thinking, creative problem solver capabilities
- Strong interpersonal credibility, reliability, and service mentality, high ethical standards
- Excellent written and verbal communication skills in English
What we offer:
• Hybrid model
• Academy Plus- Technical and soft skills trainings
• Internal rotation career opportunities both in group companies and KoçDigital
• Private health insurance
• Flex benefits
• Agile development team
• Sports club both in campus and sport complex
• Online dietitian and psychologist support
• Mobile phone/internet        
            
                            
            ",0,0,0,0,2024-10-20 20:51:09.750126
